,State,County,Tract,Number of families,Number of families below poverty line,Vacancy,Coastal Flooding Risk Score,Percent below poverty line,Family median income,Housing Cost,At Risk
961,Florida,Duval,28.02,1075,286.0,272,92.34150603396492,26.6,40417.0,722.0,1
962,Florida,Duval,29.01,736,221.0,581,92.30055152,30.0,33403.0,896.0,1
963,Florida,Duval,29.02,928,310.0,482,91.09921913394857,33.3,26063.0,847.0,1
964,Florida,Duval,101.01,2708,206.0,163,76.56309725331731,7.6,105833.0,1608.0,0
965,Florida,Duval,101.04,1688,0.0,218,86.30754109102823,0.0,105139.0,1783.0,0
966,Florida,Duval,101.05,761,0.0,100,85.52940534046853,0.0,132443.0,1920.0,0
967,Florida,Duval,101.06,1410,0.0,121,83.62365533,0.0,112959.0,1797.0,0
968,Florida,Duval,101.07,1323,138.0,282,86.97646480642166,10.4,118737.0,1275.0,0
969,Florida,Duval,102.02,1016,111.0,112,85.18265712881558,10.9,93467.0,1285.0,0
970,Florida,Duval,102.03,1528,81.0,480,90.82891934691204,5.3,65455.0,1280.0,0
971,Florida,Duval,102.04,1095,115.0,54,96.13116365423468,10.5,75046.0,1840.0,0
972,Florida,Duval,103.01,1765,253.0,486,76.19996723638945,14.3,90873.0,1553.0,0
973,Florida,Duval,103.05,1985,203.0,112,89.91153825151532,10.2,56383.0,1299.0,0
974,Florida,Duval,103.06,327,72.0,73,90.68421340031672,22.0,64280.0,1035.0,1
975,Florida,Duval,103.07,458,15.0,147,81.74520832,3.1,92917.0,1114.0,0
976,Florida,Duval,103.08,1291,175.0,106,76.45934581990936,13.5,77279.0,1157.0,0
977,Florida,Duval,104.01,722,81.0,284,87.82831868071862,11.1,53532.0,1313.0,0
978,Florida,Duval,104.02,1092,270.0,189,86.61060448861464,24.7,47118.0,1113.0,1
979,Florida,Duval,105.01,1193,154.0,206,91.71899743351716,12.9,84786.0,1809.0,1
980,Florida,Duval,105.02,1008,97.0,29,94.78512532081037,9.6,80429.0,977.0,0
981,Florida,Duval,105.03,1881,309.0,239,91.64527930977992,16.4,61695.0,1193.0,1
982,Florida,Duval,106.01,1066,66.0,263,87.97848522907226,6.1,85815.0,991.0,0
983,Florida,Duval,107,1287,84.0,212,84.05504287,6.5,53373.0,605.0,0
984,Florida,Duval,108,1078,256.0,212,81.83257795009011,23.7,56650.0,862.0,1
985,Florida,Duval,109,959,115.0,71,77.90640528586249,11.9,51794.0,1116.0,0
986,Florida,Duval,110,941,177.0,494,81.38753890678753,18.8,53844.0,910.0,1
987,Florida,Duval,111,757,246.0,127,88.54911811281603,32.4,33597.0,1066.0,1
988,Florida,Duval,112,854,235.0,124,71.96254027193797,27.5,41724.0,1073.0,0
989,Florida,Duval,113,692,234.0,279,0.0,33.8,40500.0,824.0,0
990,Florida,Duval,114,554,120.0,123,0.0,21.5,43276.0,834.0,0
991,Florida,Duval,115,900,162.0,318,0.0,17.9,52773.0,807.0,0
992,Florida,Duval,116,853,255.0,218,75.76311909572435,29.8,38510.0,908.0,0
993,Florida,Duval,117,744,91.0,120,80.45104570523672,12.1,63810.0,896.0,1
994,Florida,Duval,118,665,114.0,195,73.10653634,17.1,68424.0,819.0,0
995,Florida,Duval,119.01,2263,288.0,290,83.91306722000765,12.7,77243.0,1007.0,1
996,Florida,Duval,119.03,1383,70.0,152,76.42658220935945,5.0,81581.0,1197.0,0
997,Florida,Duval,119.04,1110,0.0,113,83.98132474198657,0.0,111111.0,1617.0,0
998,Florida,Duval,119.05,1599,133.0,61,84.58745154,8.3,74871.0,1064.0,0
999,Florida,Duval,120,1379,307.0,205,84.84683012,22.2,49688.0,1077.0,1
1000,Florida,Duval,121,479,160.0,41,86.47955005,33.2,33845.0,1141.0,1
1001,Florida,Duval,122.01,668,190.0,164,0.0,28.3,58438.0,906.0,0
1002,Florida,Duval,122.02,1099,69.0,202,70.76393819,6.2,51641.0,1031.0,0
1003,Florida,Duval,123,963,89.0,186,0.0,9.2,48967.0,935.0,0
1004,Florida,Duval,124,739,57.0,102,76.16993392671873,7.6,89542.0,945.0,0
1005,Florida,Duval,125,984,67.0,196,75.94604925462785,6.8,58311.0,1017.0,0
1006,Florida,Duval,126.01,752,127.0,263,83.44345546879265,16.8,49688.0,990.0,1
1007,Florida,Duval,126.02,1368,262.0,251,82.56702889,19.1,58393.0,1243.0,1
1008,Florida,Duval,127.02,1719,279.0,194,79.99781575929667,16.2,72139.0,1045.0,0
1009,Florida,Duval,127.03,1540,133.0,111,79.41080107027794,8.6,78368.0,1082.0,0
1010,Florida,Duval,127.04,1369,292.0,144,76.35832468738056,21.3,49610.0,1081.0,0
1011,Florida,Duval,128,1827,278.0,176,84.16425490089009,15.2,63135.0,1133.0,1
1012,Florida,Duval,129,621,158.0,28,86.78261344400153,25.3,57036.0,977.0,1
1013,Florida,Duval,130,754,0.0,22,84.26254573253973,0.0,152273.0,1743.0,0
1014,Florida,Duval,131,555,72.0,90,72.46764593458198,12.8,102031.0,1258.0,0
1015,Florida,Duval,132,304,14.0,8,0.0,4.3,63889.0,1858.0,0
1016,Florida,Duval,133.01,805,87.0,39,77.82176595860862,10.7,80417.0,1253.0,0
1017,Florida,Duval,133.02,1041,115.0,147,0.0,11.0,47452.0,1113.0,0
1018,Florida,Duval,134.02,1183,202.0,268,80.10702779446295,17.0,51902.0,1006.0,1
1019,Florida,Duval,134.03,657,106.0,256,77.58696008300113,16.1,65913.0,1093.0,0
1020,Florida,Duval,134.04,735,70.0,128,75.60203134,9.5,75571.0,1073.0,0
1021,Florida,Duval,135.02,821,82.0,137,0.0,9.9,82784.0,1308.0,0
1022,Florida,Duval,135.04,1431,268.0,261,0.0,18.7,68828.0,946.0,0
1023,Florida,Duval,135.22,745,24.0,68,73.51881177,3.2,78553.0,1323.0,0
1024,Florida,Duval,135.23,947,71.0,53,71.59941026,7.4,93194.0,1101.0,0
1025,Florida,Duval,135.24,1082,170.0,39,71.80145252006771,15.7,54135.0,1120.0,0
1026,Florida,Duval,135.25,1682,525.0,204,0.0,31.2,47099.0,1170.0,0
1027,Florida,Duval,135.26,2116,193.0,106,0.0,9.1,67100.0,1392.0,0
1028,Florida,Duval,137.23,2989,320.0,327,93.86228362365532,10.7,85519.0,1536.0,0
1029,Florida,Duval,137.28,1533,65.0,209,91.24392508054387,4.2,93016.0,1550.0,0
1030,Florida,Duval,137.29,1361,120.0,0,89.86512313656965,8.8,80966.0,1440.0,0
1031,Florida,Duval,137.30,1175,71.0,86,90.90536777152842,6.0,82367.0,1496.0,0
1032,Florida,Duval,137.31,1100,0.0,0,75.95697046,0.0,100295.0,1266.0,0
1033,Florida,Duval,137.32,1388,46.0,172,80.62578496150275,3.3,98199.0,1346.0,0
1034,Florida,Duval,137.33,1418,12.0,105,84.89051493474581,0.8,97794.0,1545.0,0
1035,Florida,Duval,138,640,54.0,125,91.89646699066236,8.3,78372.0,1703.0,0
1036,Florida,Duval,139.01,1022,77.0,238,92.63910882979305,7.5,64479.0,1441.0,0
1037,Florida,Duval,139.02,1316,165.0,219,81.09266641,12.5,67679.0,1356.0,1
1038,Florida,Duval,139.04,981,131.0,399,80.65581827117347,13.3,59396.0,1351.0,1
1039,Florida,Duval,139.05,1187,35.0,380,95.42674602741222,2.9,188375.0,1966.0,0
1040,Florida,Duval,139.06,1294,16.0,71,94.90798886,1.2,138154.0,1831.0,0
1041,Florida,Duval,140.01,1256,0.0,363,84.37448806858515,0.0,111667.0,1400.0,0
1042,Florida,Duval,140.02,696,0.0,90,81.03806039425545,0.0,141875.0,1770.0,0
1043,Florida,Duval,141.01,1318,35.0,150,0.0,2.6,141324.0,1798.0,0
1044,Florida,Duval,141.03,470,0.0,143,77.02997870365314,0.0,99052.0,1674.0,0
1045,Florida,Duval,142.03,1216,114.0,520,83.38338885,9.3,156538.0,1832.0,0
1046,Florida,Duval,142.04,1714,0.0,128,94.465680117949,0.0,147222.0,1799.0,0
1047,Florida,Duval,142.05,551,67.0,251,73.43690274668269,12.0,84375.0,1443.0,0
1048,Florida,Duval,142.06,378,24.0,160,0.0,6.1,128929.0,1662.0,0
1049,Florida,Duval,143.11,1272,110.0,225,72.34205209414078,8.6,47839.0,1140.0,0
1050,Florida,Duval,143.12,1493,163.0,344,90.81526784251623,10.9,72607.0,1442.0,0
1051,Florida,Duval,143.28,1571,13.0,300,79.15142248675804,0.8,99107.0,1705.0,0
1052,Florida,Duval,143.29,949,40.0,22,0.0,4.2,76442.0,1421.0,0
1053,Florida,Duval,143.30,1348,96.0,73,79.83126741,7.1,163250.0,1873.0,0
1054,Florida,Duval,143.31,1284,110.0,264,82.12198984328073,8.5,69063.0,1291.0,0
1055,Florida,Duval,143.33,761,65.0,0,94.35373778190356,8.5,83558.0,1305.0,0
1056,Florida,Duval,143.34,1393,84.0,179,86.73619832905585,6.0,104813.0,1537.0,0
1057,Florida,Duval,143.35,2271,46.0,146,73.49696936602413,2.0,120547.0,1621.0,0
1058,Florida,Duval,143.36,1568,11.0,35,77.60607218915523,0.7,95059.0,1741.0,0
1059,Florida,Duval,143.38,1373,72.0,80,97.12499317,5.2,83840.0,1409.0,0
1060,Florida,Duval,143.39,1419,64.0,80,72.43488232403212,4.5,129260.0,1891.0,0
1061,Florida,Duval,143.40,1435,85.0,58,0.0,5.9,127132.0,1587.0,0
1062,Florida,Duval,143.41,783,63.0,198,74.39796866,8.0,171094.0,1762.0,0
1063,Florida,Duval,143.42,1233,169.0,261,74.54813520449953,13.7,78420.0,1801.0,0
1064,Florida,Duval,143.43,1973,79.0,0,82.21208977229291,4.0,86109.0,1695.0,0
1065,Florida,Duval,143.44,1430,125.0,0,0.0,8.7,104082.0,2072.0,0
1066,Florida,Duval,144.08,1149,61.0,129,78.8811227,5.3,106875.0,1498.0,0
1067,Florida,Duval,144.13,1592,153.0,203,73.39867853437448,9.6,125833.0,1424.0,0
1068,Florida,Duval,144.14,1238,263.0,638,81.19368754436739,21.2,63333.0,1510.0,1
1069,Florida,Duval,144.15,230,50.0,47,82.86736198329055,21.7,49096.0,1296.0,1
1070,Florida,Duval,144.16,1222,74.0,232,80.36094577622454,6.0,129091.0,1625.0,0
1071,Florida,Duval,144.17,1861,53.0,432,78.53437449,2.8,91738.0,1594.0,0
1072,Florida,Duval,144.18,552,50.0,61,0.0,8.9,182241.0,1632.0,0
1073,Florida,Duval,144.19,1259,0.0,0,0.0,0.0,149453.0,1379.0,0
1074,Florida,Duval,144.20,966,26.0,0,0.0,2.6,121953.0,1692.0,0
1075,Florida,Duval,144.21,1472,40.0,11,0.0,2.7,149400.0,1657.0,0
1076,Florida,Duval,144.22,648,19.0,185,0.0,2.8,110849.0,1716.0,0
1077,Florida,Duval,144.23,5187,218.0,282,92.81384808605908,4.2,93189.0,1951.0,0
1078,Florida,Duval,144.24,1783,27.0,265,85.25091465079451,1.5,103438.0,1457.0,0
1079,Florida,Duval,144.25,858,140.0,90,0.0,16.3,102105.0,1424.0,0
1080,Florida,Duval,144.26,985,21.0,134,87.39693114181182,2.1,99107.0,1296.0,0
1081,Florida,Duval,144.27,427,16.0,222,86.76896193960575,3.7,59176.0,1230.0,0
1082,Florida,Duval,144.28,1242,199.0,631,92.91486921858788,16.0,102516.0,1572.0,1
1083,Florida,Duval,145,1093,121.0,66,88.51908480314529,11.0,58133.0,1127.0,0
1084,Florida,Duval,146.01,1610,62.0,105,72.87446076557637,3.8,124512.0,1526.0,0
1085,Florida,Duval,146.03,1341,194.0,298,0.0,14.4,71875.0,1280.0,0
1086,Florida,Duval,146.04,1216,200.0,386,73.08469393327145,16.4,58424.0,1357.0,0
1087,Florida,Duval,147.02,717,158.0,167,84.21067001583575,22.0,70347.0,1218.0,1
1088,Florida,Duval,147.03,420,0.0,45,85.97171408289194,0.0,122969.0,1646.0,0
1089,Florida,Duval,147.04,1626,418.0,375,0.0,25.7,52765.0,1106.0,0
1090,Florida,Duval,148,1143,262.0,228,85.46114782,22.9,52708.0,1042.0,1
1091,Florida,Duval,149.01,1653,204.0,214,0.0,12.3,73443.0,1353.0,0
1092,Florida,Duval,149.02,2346,270.0,85,91.42412493856824,11.5,63512.0,1302.0,0
1093,Florida,Duval,150.01,1413,218.0,382,91.6671217168132,15.4,63472.0,1144.0,1
1094,Florida,Duval,150.02,1233,57.0,184,92.09304865396166,4.6,54097.0,1098.0,0
1095,Florida,Duval,151,1085,95.0,209,88.39349096270409,8.7,56036.0,1110.0,0
1096,Florida,Duval,152,1000,147.0,147,87.33686452247036,14.7,52342.0,1084.0,1
1097,Florida,Duval,153,902,131.0,69,90.03440179107737,14.5,60461.0,956.0,1
1098,Florida,Duval,154,659,80.0,138,89.455578,12.1,41061.0,1012.0,1
1099,Florida,Duval,155.01,965,108.0,173,72.66149729700211,11.1,55708.0,843.0,0
1100,Florida,Duval,155.02,1192,585.0,108,73.65532681701524,49.0,26815.0,868.0,0
1101,Florida,Duval,156,1044,6.0,217,0.0,0.5,83224.0,1138.0,0
1102,Florida,Duval,157.02,711,0.0,317,0.0,0.0,83750.0,970.0,0
1103,Florida,Duval,158.03,751,122.0,84,75.16245290230982,16.2,88281.0,911.0,0
1104,Florida,Duval,158.04,1063,67.0,0,87.78463387,6.3,76914.0,1291.0,0
1105,Florida,Duval,158.05,1555,305.0,268,74.26964451482553,19.6,60889.0,1096.0,0
1106,Florida,Duval,158.06,570,34.0,46,73.93927810844755,5.8,62163.0,1082.0,0
1107,Florida,Duval,159.22,727,32.0,150,77.86272047179598,4.4,67128.0,1188.0,0
1108,Florida,Duval,159.24,1275,8.0,342,75.67574946759133,0.6,90850.0,1176.0,0
1109,Florida,Duval,159.25,1332,291.0,331,85.57309015453502,21.8,62893.0,1370.0,1
1110,Florida,Duval,159.26,1723,7.0,305,76.59040026210889,0.4,81824.0,1465.0,0
1111,Florida,Duval,159.28,264,47.0,302,72.80620324359745,17.8,95346.0,1451.0,0
1112,Florida,Duval,159.29,1056,61.0,345,82.69808332878283,5.7,100979.0,1654.0,0
1113,Florida,Duval,160.01,901,43.0,197,83.73559766286243,4.7,71601.0,1000.0,0
1114,Florida,Duval,160.02,678,114.0,45,84.38540927210178,16.7,46029.0,1323.0,1
1115,Florida,Duval,161.01,849,80.0,123,77.78900234805877,9.4,111298.0,1007.0,0
1116,Florida,Duval,161.02,1028,36.0,236,75.41091028231311,3.5,62589.0,1163.0,0
1117,Florida,Duval,162,571,84.0,119,72.36662480205318,14.7,60922.0,865.0,0
1118,Florida,Duval,163,442,102.0,160,80.66127887,22.9,50769.0,811.0,1
1119,Florida,Duval,164,1445,38.0,350,83.67280074264184,2.6,139152.0,1383.0,0
1120,Florida,Duval,165,1690,39.0,134,77.21290886255665,2.3,112500.0,1591.0,0
1121,Florida,Duval,166.03,980,98.0,107,0.0,9.9,105694.0,1336.0,0
1122,Florida,Duval,166.04,1064,115.0,99,0.0,10.8,81579.0,1252.0,0
1123,Florida,Duval,166.05,595,0.0,34,72.11270682029158,0.0,76480.0,1173.0,0
1124,Florida,Duval,166.06,820,146.0,235,0.0,17.8,46056.0,977.0,0
1125,Florida,Duval,167.11,1296,29.0,96,0.0,2.2,152419.0,1568.0,0
1126,Florida,Duval,167.24,1197,145.0,209,0.0,12.1,86820.0,1198.0,0
1127,Florida,Duval,167.25,1037,180.0,52,84.69939387320481,17.3,75208.0,1231.0,1
1128,Florida,Duval,167.26,928,104.0,93,87.37508873477857,11.2,86455.0,1361.0,0
1129,Florida,Duval,167.27,788,18.0,256,84.27619724,2.2,81364.0,1421.0,0
1130,Florida,Duval,167.28,1709,93.0,46,74.93037732758148,5.4,108594.0,1386.0,0
1131,Florida,Duval,167.29,1910,23.0,97,73.02462731392998,1.2,90088.0,1443.0,0
1132,Florida,Duval,167.30,942,38.0,78,73.38775733085785,4.0,114821.0,1857.0,0
1133,Florida,Duval,167.31,1249,63.0,220,78.03472942718288,5.0,74539.0,1160.0,0
1134,Florida,Duval,168.01,715,33.0,106,83.04756184131492,4.6,138309.0,1510.0,0
1135,Florida,Duval,168.03,2319,103.0,63,88.48359089171626,4.4,102295.0,1723.0,0
1136,Florida,Duval,168.04,2562,116.0,118,74.55086550537868,4.5,148333.0,1630.0,0
1137,Florida,Duval,168.07,1156,152.0,0,87.09932834598372,13.1,69865.0,1291.0,1
1138,Florida,Duval,168.08,951,64.0,38,83.96221263583246,6.7,75250.0,1339.0,0
1139,Florida,Duval,168.09,1474,105.0,0,85.18538742969474,7.1,108043.0,1626.0,0
1140,Florida,Duval,168.10,702,33.0,51,0.0,4.6,156250.0,1726.0,0
1141,Florida,Duval,168.11,1880,32.0,0,87.23311308906241,1.7,118032.0,952.0,0
1142,Florida,Escambia,168.12,1207,78.0,113,78.97668323,6.4,67188.0,1568.0,0
1143,Florida,Escambia,168.13,2235,146.0,67,82.75268934636597,6.5,119269.0,1686.0,0
1144,Florida,Escambia,171.01,732,112.0,401,0.0,15.3,95898.0,1236.0,0
1145,Florida,Escambia,171.02,364,63.0,363,0.0,17.3,129048.0,1580.0,0
1146,Florida,Escambia,172,350,118.0,273,0.0,33.7,38611.0,1021.0,0
1147,Florida,Escambia,173,2034,216.0,159,82.49058046196691,10.6,82400.0,1203.0,0
1148,Florida,Escambia,174,648,159.0,436,0.0,24.5,47619.0,884.0,0
1149,Florida,Escambia,1,331,38.0,271,78.03745972806203,11.2,88958.0,1375.0,0
1150,Florida,Escambia,3,544,84.0,335,78.86747119532573,15.4,71341.0,961.0,0
1151,Florida,Escambia,4,746,308.0,173,70.96325015016654,41.2,31667.0,572.0,0
1152,Florida,Escambia,5,316,18.0,110,76.17539452847704,5.4,172656.0,1182.0,0
1153,Florida,Escambia,6,311,36.0,253,0.0,11.3,65781.0,1075.0,0
1154,Florida,Escambia,8.01,439,0.0,276,78.44427455905641,0.0,138821.0,1562.0,0
1155,Florida,Escambia,8.02,673,0.0,269,0.0,0.0,99922.0,1394.0,0
1156,Florida,Escambia,9,662,12.0,123,78.92207721290886,1.7,135694.0,1095.0,0
1157,Florida,Escambia,10.01,1427,0.0,116,0.0,0.0,136250.0,1348.0,0
1158,Florida,Escambia,10.02,512,57.0,280,0.0,11.1,77247.0,1161.0,0
1159,Florida,Escambia,11.01,1667,101.0,68,0.0,6.0,124125.0,1325.0,0
1160,Florida,Escambia,11.03,867,13.0,68,0.0,1.4,111811.0,1329.0,0
1161,Florida,Escambia,11.04,1504,89.0,131,0.0,5.9,97806.0,1079.0,0
1162,Florida,Escambia,12.01,1123,0.0,205,0.0,0.0,83848.0,1245.0,0
1163,Florida,Escambia,12.02,937,116.0,291,0.0,12.3,46455.0,1052.0,0
1164,Florida,Escambia,13,1069,364.0,171,0.0,34.0,40827.0,751.0,0
1165,Florida,Escambia,14.01,279,30.0,33,85.24545404903621,10.4,76761.0,723.0,0
1166,Florida,Escambia,14.02,1621,211.0,256,81.79435374,13.0,61773.0,906.0,1
1167,Florida,Escambia,15,252,81.0,90,89.87331404,32.1,40705.0,729.0,1
1168,Florida,Escambia,16,376,123.0,94,85.16081472178233,32.7,37237.0,879.0,1
1169,Florida,Escambia,17,543,239.0,164,92.91759951946705,44.0,36384.0,664.0,1
1170,Florida,Escambia,18,496,91.0,202,84.28711844045213,18.3,44514.0,801.0,1
1171,Florida,Escambia,19,359,111.0,227,88.70747556380714,30.9,37386.0,833.0,1
1172,Florida,Escambia,20,483,138.0,176,90.44121662207176,28.4,39975.0,850.0,1
1173,Florida,Escambia,21,1135,171.0,454,76.75694861573746,15.0,39574.0,839.0,0
1174,Florida,Escambia,22,789,125.0,328,87.11571015125865,15.8,58836.0,882.0,1
1175,Florida,Escambia,23,1517,228.0,559,81.9909354,15.0,86750.0,1127.0,1
1176,Florida,Escambia,24,354,44.0,68,84.57380003276361,12.4,78333.0,1645.0,1
1177,Florida,Escambia,25,944,14.0,2113,77.28116638453555,1.4,156042.0,1747.0,0
1178,Florida,Escambia,26.01,1059,39.0,0,86.98465570905913,3.6,80139.0,1377.0,0
1179,Florida,Escambia,26.02,526,0.0,2919,72.27379457216183,0.0,164335.0,1983.0,0
1180,Florida,Escambia,26.04,1179,140.0,399,0.0,11.8,81518.0,1359.0,0
1181,Florida,Escambia,26.05,1396,105.0,297,71.14618030907006,7.5,75134.0,1316.0,0
1182,Florida,Escambia,26.06,910,0.0,416,74.58362911592857,0.0,89796.0,1550.0,0
1183,Florida,Escambia,26.07,1530,94.0,218,0.0,6.1,82170.0,1872.0,0
1184,Florida,Escambia,27.01,677,107.0,75,73.85190848031453,15.7,73482.0,1258.0,0
1185,Florida,Escambia,27.03,806,324.0,48,74.41708076,40.1,27188.0,770.0,0
1186,Florida,Escambia,27.04,1583,278.0,319,72.45945503194451,17.5,47202.0,1086.0,0
1187,Florida,Escambia,28.01,705,19.0,202,0.0,2.6,85817.0,854.0,0
1188,Florida,Escambia,28.02,1265,175.0,576,0.0,13.8,80720.0,1123.0,0
1189,Florida,Escambia,28.03,693,123.0,222,0.0,17.7,45446.0,961.0,0
1190,Florida,Escambia,28.04,516,9.0,41,71.62671326380166,1.7,65417.0,1356.0,0
1191,Florida,Escambia,29,1119,210.0,174,85.19357833233222,18.7,38125.0,1035.0,1
1192,Florida,Escambia,30.01,797,109.0,113,71.84786763501337,13.6,55586.0,1069.0,0
1193,Florida,Escambia,30.02,769,41.0,231,73.47239665811173,5.3,65375.0,904.0,0
1194,Florida,Escambia,31,1092,243.0,297,0.0,22.2,47950.0,941.0,0
1195,Florida,Escambia,32.01,1338,114.0,230,72.79255173920164,8.5,58090.0,1028.0,0
1196,Florida,Escambia,32.03,1299,137.0,82,74.82662589417353,10.5,59616.0,974.0,0
1197,Florida,Escambia,32.04,913,28.0,36,0.0,3.0,85774.0,965.0,0
1198,Florida,Escambia,33.01,1124,97.0,64,0.0,8.6,87679.0,1150.0,0
1199,Florida,Escambia,33.05,511,30.0,51,0.0,5.7,82417.0,1148.0,0
1200,Florida,Escambia,33.07,485,60.0,50,72.56047616447331,12.2,64145.0,969.0,0
1201,Florida,Escambia,33.08,1305,174.0,93,0.0,13.3,66336.0,1125.0,0
1202,Florida,Escambia,33.10,1102,0.0,240,0.0,0.0,77857.0,1147.0,0
1203,Florida,Escambia,33.11,810,9.0,47,0.0,1.1,45147.0,1103.0,0
1204,Florida,Escambia,33.12,825,189.0,173,86.93277999235517,22.9,52104.0,1106.0,1
1205,Florida,Escambia,33.13,1014,174.0,176,86.56691967454813,17.1,58750.0,1033.0,1
1206,Florida,Escambia,34,1569,366.0,364,79.38622836236554,23.3,55893.0,1065.0,0
1207,Florida,Escambia,35.05,981,88.0,137,83.39977065472614,8.9,68125.0,1138.0,0
1208,Florida,Escambia,35.06,1627,259.0,133,73.33042101239555,15.9,100172.0,1364.0,0
1209,Florida,Escambia,35.07,1517,64.0,169,0.0,4.2,63988.0,1379.0,0
1210,Florida,Escambia,35.09,874,74.0,265,0.0,8.4,65818.0,1116.0,0
1211,Florida,Escambia,35.10,684,107.0,225,0.0,15.5,50000.0,1251.0,0
1212,Florida,Escambia,35.11,540,103.0,33,0.0,18.9,92143.0,1417.0,0
1213,Florida,Escambia,35.12,1106,234.0,184,70.61650193851362,21.1,58321.0,1142.0,0
1214,Florida,Escambia,36.03,3148,155.0,313,71.89428274995905,4.9,94438.0,1542.0,0
1215,Florida,Escambia,36.07,277,12.0,107,0.0,4.0,74250.0,1409.0,0
1216,Florida,Escambia,36.08,2273,71.0,154,0.0,3.1,83096.0,1162.0,0
1217,Florida,Escambia,36.09,967,91.0,177,75.51193141484191,9.4,69760.0,962.0,0
1218,Florida,Escambia,36.10,1652,67.0,123,0.0,4.0,95682.0,1110.0,0
1219,Florida,Flagler,36.11,1778,59.0,195,91.17839785944412,3.3,93935.0,853.0,0
1220,Florida,Flagler,36.12,1571,46.0,191,93.46912029705672,2.9,83819.0,1489.0,0
1221,Florida,Flagler,36.13,1177,35.0,77,95.85540326543985,2.9,105197.0,1214.0,0
1222,Florida,Flagler,36.14,1668,169.0,85,95.15917654125484,10.1,75781.0,877.0,0
1223,Florida,Flagler,37,1396,234.0,240,89.52110522579588,16.7,79211.0,1072.0,1
1224,Florida,Flagler,38,1179,70.0,248,72.66968819963962,5.9,68683.0,911.0,0
1225,Florida,Flagler,39,1350,179.0,192,0.0,13.2,84931.0,808.0,0
1226,Florida,Flagler,40,702,168.0,281,73.09834543766723,23.8,46328.0,511.0,0
1227,Florida,Flagler,601.03,679,30.0,527,0.0,4.4,66719.0,1042.0,0
1228,Florida,Flagler,601.04,1709,67.0,310,0.0,3.9,66115.0,1124.0,0
1229,Florida,Flagler,601.05,1463,46.0,683,0.0,3.1,120450.0,1207.0,0
1230,Florida,Flagler,601.06,1471,71.0,1631,0.0,4.8,125134.0,1345.0,0
1231,Florida,Flagler,601.07,1542,201.0,270,0.0,13.0,67875.0,1157.0,0
1232,Florida,Flagler,602.06,1230,121.0,387,75.34538306121334,9.8,57417.0,587.0,0
1233,Florida,Flagler,602.07,1727,61.0,474,0.0,3.5,89659.0,1060.0,0
1234,Florida,Flagler,602.08,2564,159.0,159,0.0,6.2,82259.0,1380.0,0
1235,Florida,Flagler,602.10,1107,84.0,145,75.89144323704473,7.5,57689.0,1257.0,0
1236,Florida,Flagler,602.11,2298,122.0,463,75.07781357505597,5.3,95755.0,1298.0,0
1237,Florida,Flagler,602.12,1556,150.0,310,94.24179544585812,9.6,66205.0,1148.0,0
1238,Florida,Flagler,602.13,1894,146.0,338,98.54747993228852,7.7,63077.0,1258.0,0
1239,Florida,Flagler,602.14,2636,93.0,267,94.3127832687162,3.5,64211.0,1486.0,0
1240,Florida,Flagler,602.15,1358,208.0,116,92.70736635177197,15.3,61000.0,1507.0,1
1241,Florida,Franklin,602.16,1113,76.0,61,89.05149347,6.8,86891.0,1553.0,0
1242,Florida,Franklin,602.17,1154,56.0,53,95.05542510784689,4.8,76755.0,1351.0,0
1243,Florida,Franklin,602.18,1531,226.0,288,94.54485884344454,14.7,80848.0,1092.0,1
1244,Florida,Franklin,602.19,1271,147.0,50,93.60563534101456,11.5,78549.0,1164.0,0
1245,Florida,Franklin,602.20,790,76.0,99,97.75569267733304,9.5,81964.0,1282.0,0
1246,Florida,Gilchrist,201.01,1414,26.0,344,82.94108011,1.8,87593.0,915.0,0
1247,Florida,Gilchrist,201.03,481,49.0,81,0.0,10.0,85130.0,548.0,0
1248,Florida,Gilchrist,201.04,842,87.0,96,0.0,10.3,70833.0,598.0,0
1249,Florida,Glades,203,1024,152.0,350,0.0,14.8,40104.0,704.0,0
1250,Florida,Glades,204,1081,181.0,459,74.31878993065035,16.7,47734.0,441.0,0
1251,Florida,Glades,205,1088,216.0,485,0.0,19.8,54474.0,663.0,0
1252,Florida,Glades,206,1199,189.0,170,0.0,15.7,64276.0,1175.0,0
1253,Florida,Gulf,207.01,640,171.0,144,80.59848195271118,26.7,41154.0,731.0,1
1254,Florida,Gulf,207.02,1318,565.0,438,86.28842898487413,42.8,32962.0,704.0,1
1255,Florida,Gulf,208,1189,179.0,494,91.40228253153498,15.0,62292.0,628.0,1
1256,Florida,Gulf,9501,1853,182.0,275,92.45617867088954,9.8,65842.0,540.0,0
1257,Florida,Gulf,9502.01,651,14.0,70,95.66974281,2.0,81625.0,654.0,0
1258,Florida,Hardee,3,763,80.0,355,0.0,10.4,49469.0,479.0,0
1259,Florida,Hardee,9601.01,897,107.0,483,0.0,11.9,56412.0,616.0,0
1260,Florida,Hardee,9601.02,424,62.0,181,0.0,14.6,73929.0,764.0,0
1261,Florida,Hardee,9602,903,27.0,719,0.0,2.9,69966.0,1010.0,0
1262,Florida,Hardee,9603.01,351,75.0,262,0.0,21.1,60030.0,673.0,0
1263,Florida,Hardee,9603.02,1142,91.0,1691,0.0,7.9,84239.0,1230.0,0
1264,Florida,Hendry,9601.02,818,107.0,285,0.0,13.0,60978.0,563.0,0
